id,eng_text,heb_word,match_word,match_word_def,Levensht
L004.S04,"Beer, thanks",בִּירָה,בִּירָה,"beer; capital city, palace",0
L004.S04,"Beer, thanks",בִּירָה,דִּירָה,apartment,1
L004.S04,"Beer, thanks",תוֹדָה,תּוֹדָה,thanks,1
L004.S04,"Beer, thanks",תוֹדָה,דּוֹדָה,aunt,2
L005.N5,Fifth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L005.N5,Fifth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L005.N5,Fifth lesson,חֲמִישִׁי,חֲמִישִׁי,fifth,0
L005.N5,Fifth lesson,חֲמִישִׁי,חֲמִישִּׁים,fifty,2
L005.S02,What are you learning?,מַה,מַה,"what? how much, why, how",0
L005.S02,What are you learning?,מַה,מַס,"tax, fee",1
L005.S02,What are you learning?,אַתָה,אַתָה,you,0
L005.S02,What are you learning?,אַתָה,אֲתָר,site,2
L005.S02,What are you learning?,לוֹמֵד,לוֹמֵד,"studies (m, s)",0
L005.S02,What are you learning?,לוֹמֵד,עוֹמֵד,"stands (m, s)",1
L005.S03,I am learning Hebrew.,אֲנִי,אֲנִי,"I, ego",0
L005.S03,I am learning Hebrew.,אֲנִי,אִי,island,2
L005.S03,I am learning Hebrew.,לוֹמֵד,לוֹמֵד,"studies (m, s)",0
L005.S03,I am learning Hebrew.,לוֹמֵד,עוֹמֵד,"stands (m, s)",1
L005.S03,I am learning Hebrew.,עִברִית,עִבְרִית,Hebrew,1
L005.S03,I am learning Hebrew.,עִברִית,אִירִית,Irish / Gaelic (lang.),2
L005.S04,"Leah, what are you learning?",לֵאָה,מֵאָה,"one hundred, century",1
L005.S04,"Leah, what are you learning?",לֵאָה,לְאָן,"where to, to what place?",2
L005.S04,"Leah, what are you learning?",מַה,מַה,"what? how much, why, how",0
L005.S04,"Leah, what are you learning?",מַה,מַס,"tax, fee",1
L005.S04,"Leah, what are you learning?",אַת,אַת,you,0
L005.S04,"Leah, what are you learning?",אַת,אֶת,[Direct Object Marker],1
L005.S04,"Leah, what are you learning?",לוֹמֶדֶת,אוֹהֶדֶת,"fan (sports), supporter",2
L005.S04,"Leah, what are you learning?",לוֹמֶדֶת,לוֹחֶמֶת,"warrior, fighter",2
L005.S05,I(f) am learning Latin.,אֲנִי,אֲנִי,"I, ego",0
L005.S05,I(f) am learning Latin.,אֲנִי,אִי,island,2
L005.S05,I(f) am learning Latin.,לוֹמֶדֶת,אוֹהֶדֶת,"fan (sports), supporter",2
L005.S05,I(f) am learning Latin.,לוֹמֶדֶת,לוֹחֶמֶת,"warrior, fighter",2
L005.S05,I(f) am learning Latin.,לָטִינִית,סִינִית,Chinese (lang.),3
L005.S05,I(f) am learning Latin.,לָטִינִית,רְצִינִית,serious,3
L006.N6,Sixth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L006.N6,Sixth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L006.N6,Sixth lesson,שִׁישִׁי,שִׁישִּׁי,sixth,1
L006.N6,Sixth lesson,שִׁישִׁי,אִישִׁי,"personal, private",2
L006.S00,Okay,בְּסֵדֶר,בְּסֵדֶר,"alright, fine",0
L006.S00,Okay,בְּסֵדֶר,סֵדֶר,"order, arrangement",3
L006.S01,What's up (is-heard) Yael?,מַה,מַה,"what? how much, why, how",0
L006.S01,What's up (is-heard) Yael?,מַה,מַס,"tax, fee",1
L006.S01,What's up (is-heard) Yael?,נִשׁמַע,יִשְׁמַע,will hear,2
L006.S01,What's up (is-heard) Yael?,נִשׁמַע,נִשְׁמָע,was heard,2
L006.S01,What's up (is-heard) Yael?,יָעֵל,יָעִיל,"efficient, effective",2
L006.S01,What's up (is-heard) Yael?,יָעֵל,נָמֵל,"port, harbor",2
L006.S03,"What's new, Daniel? ",מַה,מַה,"what? how much, why, how",0
L006.S03,"What's new, Daniel? ",מַה,מַס,"tax, fee",1
L006.S03,"What's new, Daniel? ",חָדָשׁ,חָדָשׁ,"new, current, recent[ly made]",0
L006.S03,"What's new, Daniel? ",חָדָשׁ,חָמֵשׁ,five,2
L006.S03,"What's new, Daniel? ",דָנִיאֵל,חָצִיל,eggplant,4
L006.S03,"What's new, Daniel? ",דָנִיאֵל,יָעִיל,"efficient, effective",4
L006.S04,Nothing's new,אֵין,אֵין,there isn't / aren't,0
L006.S04,Nothing's new,אֵין,אֵיך,how?,1
L006.S04,Nothing's new,חָדָשׁ,חָדָשׁ,"new, current, recent[ly made]",0
L006.S04,Nothing's new,חָדָשׁ,חָמֵשׁ,five,2
L006.S05,"Pity, see you! (to-see-each-other)",חֲבָל,חֲבָל,pity,0
L006.S05,"Pity, see you! (to-see-each-other)",חֲבָל,אֲבָל,"but, however",1
L006.S05,"Pity, see you! (to-see-each-other)",לְהִתרָאוֹת,לְהִתְרָאוֹת,"See you later!, Goodbye; meet (so.), see again, appear",1
L006.S05,"Pity, see you! (to-see-each-other)",לְהִתרָאוֹת,לְהֵירָאוֹת,"to be visible, appear, seem",2
L007.N7,Seventh lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L007.N7,Seventh lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L007.N7,Seventh lesson,שׁבִיעִי,שְׁבִיעִי,seventh,1
L007.N7,Seventh lesson,שׁבִיעִי,רְבִיעִי,fourth,2
L007.S00,Review,חֲזָרָה,הֲמָרָה,"exchange, substitution, changing, converting [money, religion]",2
L007.S00,Review,חֲזָרָה,אֲדָמָה,"earth, ground, soil, land",3
L007.S05,I am learning Hebrew with Assimil (by-Assumil),אֲנִי,אֲנִי,"I, ego",0
L007.S05,I am learning Hebrew with Assimil (by-Assumil),אֲנִי,אִי,island,2
L007.S05,I am learning Hebrew with Assimil (by-Assumil),לוֹמֵד,לוֹמֵד,"studies (m, s)",0
L007.S05,I am learning Hebrew with Assimil (by-Assumil),לוֹמֵד,עוֹמֵד,"stands (m, s)",1
L007.S05,I am learning Hebrew with Assimil (by-Assumil),עִברִית,עִבְרִית,Hebrew,1
L007.S05,I am learning Hebrew with Assimil (by-Assumil),עִברִית,אִירִית,Irish / Gaelic (lang.),2
L007.S05,I am learning Hebrew with Assimil (by-Assumil),בְּאַסִימִיל,פֵּסִימִי,pessimistic,5
L008.N8,Eigth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L008.N8,Eigth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L008.N8,Eigth lesson,שׁמִינִי,שְׁמִינִי,eighth,1
L008.N8,Eigth lesson,שׁמִינִי,סִינִי,Chinese,3
L008.S00,Speaking,דִבּוּרִים,פּוּרִים,Purim,3
L008.S00,Speaking,דִבּוּרִים,צִיבּוּרִי,public,3
L008.S01,Do you(m) speak hebrew?,אַתָה,אַתָה,you,0
L008.S01,Do you(m) speak hebrew?,אַתָה,אֲתָר,site,2
L008.S01,Do you(m) speak hebrew?,מְדַבֵּר,יְדַבֵּר,"will speak/talk (3rd, m, s)",1
L008.S01,Do you(m) speak hebrew?,מְדַבֵּר,לְדַבֵּר,"to speak, talk",1
L008.S01,Do you(m) speak hebrew?,עִברִית,עִבְרִית,Hebrew,1
L008.S01,Do you(m) speak hebrew?,עִברִית,אִירִית,Irish / Gaelic (lang.),2
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,לֹא,לֹא,"no, not",0
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,לֹא,א,Alef,2
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,רַק,רַק,"only, just",0
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,רַק,רַב,"many, much, great, enough",1
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,עִברִית,עִבְרִית,Hebrew,1
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,עִברִית,אִירִית,Irish / Gaelic (lang.),2
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,אֲנִי,אֲנִי,"I, ego",0
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,אֲנִי,אִי,island,2
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,מִפּוֹלָניָה,מִפְלָגָה,(political) party,5
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,מִפּוֹלָניָה,פּוֹלָנִית,Polish (lang.),5
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,אֲנִי,אֲנִי,"I, ego",0
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,אֲנִי,אִי,island,2
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,מְדַבֵּר,יְדַבֵּר,"will speak/talk (3rd, m, s)",1
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,מְדַבֵּר,לְדַבֵּר,"to speak, talk",1
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,פּוֹלָנִית,פּוֹלָנִית,Polish (lang.),0
L008.S02,Not only Hebrew. I'm from Poland; I speak Polish.,פּוֹלָנִית,גּוּפָנִית,"physical, bodily, material",3
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",הוּא,הוּא,he,0
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",הוּא,בָּא,"come(s), [came] (m, s, [3rd])",2
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",מֵרוּסיָה,מֵדוּזָה,jellyfish,3
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",מֵרוּסיָה,רוּסְיָה,Russia,3
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",הוּא,הוּא,he,0
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",הוּא,בָּא,"come(s), [came] (m, s, [3rd])",2
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",מְדַבֵּר,יְדַבֵּר,"will speak/talk (3rd, m, s)",1
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",מְדַבֵּר,לְדַבֵּר,"to speak, talk",1
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",רוּסִית,רוּסִית,Russian (lang.),0
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",רוּסִית,רוּסִי,Russian,1
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",אִידִישׁ,יִידִישׁ,Yiddish (lang.),1
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",אִידִישׁ,אִיטִית,slow,3
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",וְעִברִית,עִבְרִית,Hebrew,3
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",וְעִברִית,אִירִית,Irish / Gaelic (lang.),4
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",שֶׁל,שֶׁל,"of, belonging to, owned by",0
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",שֶׁל,שֶׁף,"chef, chief cook",1
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",אוּלפָּן,אוּלְפָּן,studio,3
L008.S04,"He is from Russia; he speaks Russian, Yiddish, and Ulpan Hebrew.",אוּלפָּן,אוּלָם,hall,3
L008.S06,Rinah? She speaks Shabbat Hebrew!,רִנָה,קָנָה,"bought (3rd, m, s)",2
L008.S06,Rinah? She speaks Shabbat Hebrew!,רִנָה,רִיצָה,"running, race, jogging",2
L008.S06,Rinah? She speaks Shabbat Hebrew!,הִיא,הִיא,she,0
L008.S06,Rinah? She speaks Shabbat Hebrew!,הִיא,אִי,island,2
L008.S06,Rinah? She speaks Shabbat Hebrew!,מְדַבֶּרֶת,מְחַנֶּכֶת,educator,3
L008.S06,Rinah? She speaks Shabbat Hebrew!,מְדַבֶּרֶת,מְפַקֶּדֶת,commander,3
L008.S06,Rinah? She speaks Shabbat Hebrew!,עִברִית,עִבְרִית,Hebrew,1
L008.S06,Rinah? She speaks Shabbat Hebrew!,עִברִית,אִירִית,Irish / Gaelic (lang.),2
L008.S06,Rinah? She speaks Shabbat Hebrew!,שֶׁל,שֶׁל,"of, belonging to, owned by",0
L008.S06,Rinah? She speaks Shabbat Hebrew!,שֶׁל,שֶׁף,"chef, chief cook",1
L008.S06,Rinah? She speaks Shabbat Hebrew!,שַׁבָּת,שַׁבָּת,"Sabbath, day of rest; Saturday",2
L008.S06,Rinah? She speaks Shabbat Hebrew!,שַׁבָּת,בַּת,"daughter, girl",4
L009.N9,Ninth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L009.N9,Ninth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L009.N9,Ninth lesson,תשִׁיעִי,תְּשִׁיעִי,ninth,2
L009.N9,Ninth lesson,תשִׁיעִי,טִבְעִי,natural,4
L009.S00,Computers,מַחשֵׁבִים,מַחְשֵׁב,computer,4
L009.S00,Computers,מַחשֵׁבִים,בִּשְׁבִיל,for (the sake / purpose of),5
L009.S03,What do you (m pl) want?,מַה,מַה,"what? how much, why, how",0
L009.S03,What do you (m pl) want?,מַה,מַס,"tax, fee",1
L009.S03,What do you (m pl) want?,אַתֶם,אַתֶם,"you, ""you guys"" (pl.)",0
L009.S03,What do you (m pl) want?,אַתֶם,אַתֶן,you (pl.),1
L009.S03,What do you (m pl) want?,רוֹצִים,רוֹצִים,"want (m, p)",0
L009.S03,What do you (m pl) want?,רוֹצִים,רוֹאִים,"see (m, p)",1
L009.S04,We want a computer for our son.,אֲנַחנוּ,אֲנַחְנוּ,we,1
L009.S04,We want a computer for our son.,אֲנַחנוּ,אֲפִילוּ,even,4
L009.S04,We want a computer for our son.,רוֹצִים,רוֹצִים,"want (m, p)",0
L009.S04,We want a computer for our son.,רוֹצִים,רוֹאִים,"see (m, p)",1
L009.S04,We want a computer for our son.,מַחשֵׁב,מַחְשֵׁב,computer,1
L009.S04,We want a computer for our son.,מַחשֵׁב,חוֹשֵׁב,"thinks (m, s)",3
L009.S04,We want a computer for our son.,לַבֵּן,גַּן,"garden, park",3
L009.S04,We want a computer for our son.,לַבֵּן,לָבָן,white,3
L009.S05,He wants a computer with internet.,הוּא,הוּא,he,0
L009.S05,He wants a computer with internet.,הוּא,בָּא,"come(s), [came] (m, s, [3rd])",2
L009.S05,He wants a computer with internet.,רוֹצֶה,רוֹצֶה,"wants (m, s)",0
L009.S05,He wants a computer with internet.,רוֹצֶה,רוֹאֶה,"sees (m, s)",1
L009.S05,He wants a computer with internet.,מַחשֵׁב,מַחְשֵׁב,computer,1
L009.S05,He wants a computer with internet.,מַחשֵׁב,חוֹשֵׁב,"thinks (m, s)",3
L009.S05,He wants a computer with internet.,וְאִנטֶרנֶט,אִינטֶרנֶט,internet,3
L009.S05,He wants a computer with internet.,וְאִנטֶרנֶט,אִינְטֶרְנֶט,Internet,5
L009.S06,And your (the) daughter?,וְהַבַּת,בַּת,"daughter, girl",4
L009.S06,And your (the) daughter?,וְהַבַּת,יְדַבֵּר,"will speak/talk (3rd, m, s)",4
L009.S07,She wants a laptop.,הִיא,הִיא,she,0
L009.S07,She wants a laptop.,הִיא,אִי,island,2
L009.S07,She wants a laptop.,רוֹצָה,רוֹצָה,"wants (f, s)",0
L009.S07,She wants a laptop.,רוֹצָה,רוֹאָה,"sees (f, s)",1
L009.S07,She wants a laptop.,מַחשֵׁב,מַחְשֵׁב,computer,1
L009.S07,She wants a laptop.,מַחשֵׁב,חוֹשֵׁב,"thinks (m, s)",3
L009.S07,She wants a laptop.,נִשָׂא,אִימָא,mom,3
L009.S07,She wants a laptop.,נִשָׂא,נִפְלָא,"wonderful, marvellous",3
L010.N10,Tenth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L010.N10,Tenth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L010.N10,Tenth lesson,עֲשִׂירִי,עֲשִׂירִי,tenth,0
L010.N10,Tenth lesson,עֲשִׂירִי,חֲסִידִי,hassidic,4
L010.S00,At a cafe,בְּבֵית,בְּרִית,"covenant, alliance",2
L010.S00,At a cafe,בְּבֵית,בְּלִי,without,3
L010.S00,At a cafe,קָפֶה,קָפֶה,coffee,0
L010.S00,At a cafe,קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L010.S01,Good evening.  What would you (f pl) like (want)?,עֶרֶב,עֶרֶב,evening,0
L010.S01,Good evening.  What would you (f pl) like (want)?,עֶרֶב,חֶרֶב,"sword, saber",1
L010.S01,Good evening.  What would you (f pl) like (want)?,טוֹב,טוֹב,"good, well, pleasant, appropriate",0
L010.S01,Good evening.  What would you (f pl) like (want)?,טוֹב,חוֹב,debt,1
L010.S01,Good evening.  What would you (f pl) like (want)?,מַה,מַה,"what? how much, why, how",0
L010.S01,Good evening.  What would you (f pl) like (want)?,מַה,מַס,"tax, fee",1
L010.S01,Good evening.  What would you (f pl) like (want)?,אַתֶן,אַתֶן,you (pl.),0
L010.S01,Good evening.  What would you (f pl) like (want)?,אַתֶן,אַתֶם,"you, ""you guys"" (pl.)",1
L010.S01,Good evening.  What would you (f pl) like (want)?,רוֹצוֹת,רוֹצוֹת,"want (f, p)",0
L010.S01,Good evening.  What would you (f pl) like (want)?,רוֹצוֹת,רוֹאוֹת,"see (f, p)",1
L010.S02,"Coffee and cake, please.",קָפֶה,קָפֶה,coffee,0
L010.S02,"Coffee and cake, please.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L010.S02,"Coffee and cake, please.",וְעוּגָה,סְעוּדָה,"feast, meal, banquet",2
L010.S02,"Coffee and cake, please.",וְעוּגָה,עוּגָה,cake,2
L010.S02,"Coffee and cake, please.",בְּבַקָשָׁה,בְּבַקָשָׁה,please; you're welcome,2
L010.S02,"Coffee and cake, please.",בְּבַקָשָׁה,בְּעָיָה,problem,5
L010.S03,Is there cheese cake?,יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L010.S03,Is there cheese cake?,יֵשׁ,אֵשׁ,"fire, flame",1
L010.S03,Is there cheese cake?,עוּגַת,עוּגָה,cake,2
L010.S03,Is there cheese cake?,עוּגַת,אוּלַי,maybe,3
L010.S03,Is there cheese cake?,גבִינָה,גְבִינָה,cheese,1
L010.S03,Is there cheese cake?,גבִינָה,בִּירָה,"beer; capital city, palace",3
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",אֵין,אֵין,there isn't / aren't,0
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",אֵין,אֵיך,how?,1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",עוּגַת,עוּגָה,cake,2
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",עוּגַת,אוּלַי,maybe,3
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",גבִינָה,גְבִינָה,cheese,1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",גבִינָה,בִּירָה,"beer; capital city, palace",3
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",אֲבָל,אֲבָל,"but, however",0
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",אֲבָל,חֲבָל,pity,1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",יֵשׁ,אֵשׁ,"fire, flame",1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",עוּגַת,עוּגָה,cake,2
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",עוּגַת,אוּלַי,maybe,3
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",פֶּרֶג,פֶּרֶק,"chapter, part; segment, episode",1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",פֶּרֶג,בֶּרֶז,"tap, faucet",2
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",טוֹבָה,טוֹבָה,"favor, kindness; good, pleasant, appropriate",0
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",טוֹבָה,חוֹמָה,wall (city / fortress),2
L010.S05,Or chocolate cake,אוֹ,אוֹ,"or, either",0
L010.S05,Or chocolate cake,אוֹ,אוֹר,light; lamp,1
L010.S05,Or chocolate cake,עוּגַת,עוּגָה,cake,2
L010.S05,Or chocolate cake,עוּגַת,אוּלַי,maybe,3
L010.S05,Or chocolate cake,שׁוֹקוֹלָד,שׁוֹקוֹלָד,chocolate,0
L010.S05,Or chocolate cake,שׁוֹקוֹלָד,שׁוֹקֵל,"weighs (m, s)",4
L011.N11,Eleventh lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L011.N11,Eleventh lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L011.N11,Eleventh lesson,אַחַת,אַחַת,one,0
L011.N11,Eleventh lesson,אַחַת,אַחֵר,"[an]other, further, else; different, unusal",2
L011.N11,Eleventh lesson,עֶשׂרֵה,עֶזְרָה,"assistance, help",3
L011.N11,Eleventh lesson,עֶשׂרֵה,עֶשֶׂר,ten,3
L011.S01,Hello. What are you drinking?,שָׁלוֹם,שָׁלוֹם,"hello, goodbye; peace, rest, welfare",0
L011.S01,Hello. What are you drinking?,שָׁלוֹם,שָׁחוֹר,black,2
L011.S01,Hello. What are you drinking?,מַה,מַה,"what? how much, why, how",0
L011.S01,Hello. What are you drinking?,מַה,מַס,"tax, fee",1
L011.S01,Hello. What are you drinking?,אַתֶם,אַתֶם,"you, ""you guys"" (pl.)",0
L011.S01,Hello. What are you drinking?,אַתֶם,אַתֶן,you (pl.),1
L011.S01,Hello. What are you drinking?,שׁוֹתִים,שׁוֹתִים,"drink (m, p)",0
L011.S01,Hello. What are you drinking?,שׁוֹתִים,רוֹאִים,"see (m, p)",3
L011.S02,What is there?,מַה,מַה,"what? how much, why, how",0
L011.S02,What is there?,מַה,מַס,"tax, fee",1
L011.S02,What is there?,יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L011.S02,What is there?,יֵשׁ,אֵשׁ,"fire, flame",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",יֵשׁ,אֵשׁ,"fire, flame",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
